ID,Learner ID,School ID,Class ID,Session ID,Play Time,Learning Unit,Subject,Strand,Substrand,Outcome,Foreground Duration,Score
bb391e81-7f25-4259-bc43-a36f285c61ae,aac4cb7d60bb0ec97b18c3e45dcd1308,3d7b66cc19d4d253bc6c165dd38c79a4,1604c8c9da6ac3b7c296a14506c6b968,8cc1003e-8726-421d-ba5f-aef6ec16e7f5,"Oct 3, 2023, 13:08",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,Abort,815,0.0
895dd179-e169-4225-89f1-0f05e37e9dcb,d48be191647e7ff058adb4afe771063f,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,516ea0d2-451e-495b-a3f9-51bae9ec575c,"Sep 14, 2023, 08:59",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"88,625",1.0
f2e5241c-dce7-4206-b3f9-b15284aed2ca,61a6e1d451cea9157b08f958a949714d,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,3026ef82-cd39-4343-aae9-1a0c5503730d,"Sep 19, 2023, 13:45",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,TimeUp,"323,041",0.1
c2364d61-cb37-4077-bf4d-37d81a984eee,ef5e096fe929af3af330af5d24d1c62e,d6d9fb13fb14b4c72f25cf6c8ad7bcb9,5e9c27012ce499c64d016217f7a12a50,723c4e33-5961-4998-8e94-b5a40775214b,"Sep 14, 2023, 17:12",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,TimeoutInactivity,"180,072",0.0
d87b934a-da7e-4b56-b600-11235ae943f2,05fb52bab52fa6295e34b69aef5e0870,c9b038f302fe90e8ae1cefc07738fd0d,be2840e9bd0f892d3fdf62d3773b471d,9d4c96ec-3088-4e15-b512-6d88457a4ddc,"Oct 4, 2023, 05:29",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"37,512",0.0
1e979fdd-7a5d-4dcf-b09c-458caa072b88,b6a0a2aa28ecd49622c9a2da19f4e056,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,1d6ef456-ddfd-4cb7-b0b0-35dfea09395a,"Oct 2, 2023, 06:26",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,TimeoutInactivity,"212,169",0.4
c7589f85-17e7-4951-a644-af0c67938ddf,14d255cf1edd39338cd48301632533ee,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,de552c76-9952-4ee7-a448-40fee82b5119,"Sep 18, 2023, 10:31",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"111,143",1.0
9cdf8183-4802-468a-bf55-43caabfe998c,ec4d92faeb0a2b25077185baed2ee279,c5e4603fd9dd866e50d8590ce79d2b69,bf3171ba387093c540a57972992944e2,0b3e6a77-a743-4d1f-9a0f-0054e42ae96f,"Oct 13, 2023, 09:04",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"154,250",0.6
4d39e394-be25-4a53-beec-23bcaeccfc3c,ac3228b05f0c7b6e84ca0d698fc89e2e,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,2f96efef-70a5-4044-9604-b090baee0eb8,"Sep 12, 2023, 10:25",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,TimeUp,"445,658",0.17
158a8811-6744-4d69-a7a6-092b411c401a,e2e80432c5d8cd233460287c4a33ea5a,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,782c7622-c351-4469-b3e6-3be15f5d581d,"Oct 2, 2023, 08:28",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"79,079",1.0
c6cca75e-9ae9-467a-ad29-eed1fd51e289,a5dd523b57a9b098470aee4075edaa1d,76a30f542e95036341851e76b0601551,53b834d1374ba74594bc7c27addceb16,1118d930-353f-4e71-898d-115f2ad8c851,"Oct 3, 2023, 13:07",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"356,304",0.22
6d39c65c-388c-460f-ba75-01cee7b5b3f9,a63cabc93debdfe80a11bc35445a1f4b,13dccb00ab827deafc2e74b036c1ce72,995685b223c291647087a1279dd2d3a9,08446f79-1dc1-45e4-b668-b5766b4d78af,"Oct 2, 2023, 08:52",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"26,433",0.0
619e7f3c-aca8-4e2c-8417-fc02446f3cc6,cbe6c292e14ab799ff3e113aa50ae202,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,92e4e836-31f8-47b3-8537-1b966fc1f1d1,"Oct 2, 2023, 06:04",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,TimeoutInactivity,"233,925",0.0
bfbc6009-37d8-4056-a28c-21cc1919d730,d0adec46d032a85edac8ccd8ab27a740,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,3dd2a087-0ac2-4cad-9aa9-6ebb0e219114,"Sep 7, 2023, 06:21",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Abort,"74,306",0.29
371f3d2c-bcae-4d37-bf4e-68c7f6377d81,d0adec46d032a85edac8ccd8ab27a740,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,16df59d6-cfb2-436d-8682-1d36438d2a01,"Oct 3, 2023, 10:07",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"431,787",0.095
9f8ee317-71e7-4670-af43-cfec9c0f7f46,061217059f5c192ef850dc26b82ea023,2745c57bb677ba0817512adf52d1bfb0,c211ecb9c0f161385de70ec7cb018f12,60ee118d-05d7-4199-8e32-f07b65a364aa,"Oct 18, 2023, 21:31",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Success,"89,257",1.0
40922810-6aab-452e-a3ac-03955af6b25a,a0246772a837883c703621e9cfc81085,14863a598e20d980fe3d0454c9c581e3,657b9098cc8f78d85db30bf90ee30d25,3cf5a00b-304b-4f06-9c08-0ac0880cd7ee,"Sep 19, 2023, 11:55",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"5,834",0.0
3f70d761-8664-492f-aaae-8d420be80db8,c62a8a267a27d175985a11a87c59e9b2,aef5b4df6aab4268849172e45436b7ae,dc376f81fb271edd60379e1926e531f6,0372e520-5c6c-45af-8dc5-22dae8e259af,"Sep 27, 2023, 04:20",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"128,627",0.6
2e05864d-be87-4aaa-b714-74bd55865f75,82ebc7e552d2df19f5ed2eec26295b7b,846b8e98464b88611faeb4d6c1b87e1b,ad1ef9894fc3451680f9f91ecb0a59d6,2fc70fb9-97d9-4eb2-bd25-19e99e1c3db6,"Sep 22, 2023, 12:18",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,Success,"321,567",0.029
9c2317ad-28b7-4415-b2fa-70d097480cb8,0886b4869766d278f4ede2de364158d5,b54659bb56e291ff0957b02483cf1878,bb57a1ba961b724a0daecab564e8e403,0aa54d00-792f-4453-b889-930c3dcf210d,"Sep 25, 2023, 06:20",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,TimeUp,"447,020",0.028
cd94d631-9970-48d8-82c0-cd8859917137,ae4fea27dc88428e02419589baf0c845,5969552fedc8d101c3369056a354d872,44f76aa2c47835557ebf4f099f6006fa,fb9ff2c2-d9b0-4772-9f00-9ca75c3e24a5,"Sep 29, 2023, 07:24",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"61,852",0.67
678c4331-7ad6-49db-9244-4370e9f1be31,ae4fea27dc88428e02419589baf0c845,5969552fedc8d101c3369056a354d872,44f76aa2c47835557ebf4f099f6006fa,fb9ff2c2-d9b0-4772-9f00-9ca75c3e24a5,"Sep 29, 2023, 07:29",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,Success,"144,640",0.5
d84678a6-7d7c-4196-8804-264cb27e5c0f,8f275e0a297af0bae7a6899797b278a0,faa5ee0cfaf04dd6ad3658d6cdb1ba55,630db6a45bd8b05969d453d841b4f031,427432d4-5862-4fbd-8839-9d8144914a59,"Sep 13, 2023, 04:55",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Abort,"3,894",0.0
ca70a9e5-ce00-437f-a46c-07b024aad3c3,c1e16568c9c1abf5d941e86b152aa103,37bb8a1cd4f61bed3fa411bc13e09a9a,6f809631fc30091c35ba8afaba538653,465fe8e0-764b-4594-85a8-951edeb49c28,"Oct 17, 2023, 04:48",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,TimeoutInactivity,"219,298",0.0
6014b3c0-0d29-49a8-bb40-e9992f126373,1cdee83e11b228dd0c667048ae57f6bd,fc93c8578d018c9d998b282b1043982d,ebb5efe3d6969ff18861b5d82fb937b0,4b138893-2b1e-44a5-9264-6d7813d374a4,"Sep 27, 2023, 11:59",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Abort,"3,570",0.0
5a76516b-698a-4e28-9c01-6680f604d973,a9fb1587c6874eda3fa6c421f4f08db5,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,486c9754-3bc2-48f8-9dff-6fd57cd5fac1,"Oct 6, 2023, 11:55",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Success,"101,483",1.0
094bc0f8-fce9-4d7d-aa56-f85e6e4c3e37,a56b0c2f968fe165d34b993971babf66,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,11fccf8e-9b83-41b0-a95f-a476dfc277da,"Sep 7, 2023, 08:40",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"98,122",0.9
97a9efb6-daf2-4e22-9642-23d9af5f84b7,aac4cb7d60bb0ec97b18c3e45dcd1308,3d7b66cc19d4d253bc6c165dd38c79a4,1604c8c9da6ac3b7c296a14506c6b968,2e0c9c2c-4b59-4bd4-9acc-329d72424525,"Oct 18, 2023, 07:15",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"100,137",1.0
b2ed761c-7cec-4f79-8356-d6b49e6a20df,d48be191647e7ff058adb4afe771063f,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,2630b4d0-f668-4828-ae45-3217eac19f6d,"Sep 26, 2023, 10:36",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"170,077",0.22
968f22cf-cb4a-4bbd-b4b2-85fa735c80eb,61a6e1d451cea9157b08f958a949714d,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,ca70e95f-4feb-46a4-a46c-4264732c7897,"Sep 26, 2023, 08:48",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"2,251",0.0
025fa373-8a92-4138-aeb9-baec98097dd8,e21ed3d038db42bd5840226b18025766,c5e4603fd9dd866e50d8590ce79d2b69,bf3171ba387093c540a57972992944e2,6c9d856f-8bf8-4dbd-94d2-7b0246478cde,"Oct 13, 2023, 09:55",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"68,591",1.0
603819be-b911-4255-9715-7cc634dff8f4,05fb52bab52fa6295e34b69aef5e0870,c9b038f302fe90e8ae1cefc07738fd0d,be2840e9bd0f892d3fdf62d3773b471d,c9788cd5-8a04-49f5-bba4-2c9cc1a976ed,"Oct 18, 2023, 04:53",OneCourse:OC_PhraseSentenceType.5d44,Language,Reading,3.3 print Awareness,Success,"137,807",0.33
9dbd02fd-7bfd-4738-9451-5e86b93be069,b6a0a2aa28ecd49622c9a2da19f4e056,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,cdd8c589-c430-4f99-ae31-f37233b367e5,"Oct 5, 2023, 09:49",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Abort,"22,340",0.25
f404124e-0d26-4a92-b99d-d7ea65b34d74,14d255cf1edd39338cd48301632533ee,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,1c24090f-5ee3-48f3-b9de-4adaadbed38d,"Sep 7, 2023, 08:52",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Error,0,
bd4a2be2-d8dd-417c-a76e-b5e4335fa4ad,ec4d92faeb0a2b25077185baed2ee279,c5e4603fd9dd866e50d8590ce79d2b69,bf3171ba387093c540a57972992944e2,c91b0b04-5e99-445c-9750-445d4d675050,"Oct 13, 2023, 10:30",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"75,505",0.88
9e879c20-8571-4f3c-98d1-27c866cb6331,ac3228b05f0c7b6e84ca0d698fc89e2e,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,6664a55e-aba6-497a-8871-bd1d6a8bad42,"Oct 2, 2023, 08:08",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Abort,"166,953",0.67
70cca097-1657-4955-b338-60e1aad82652,e2e80432c5d8cd233460287c4a33ea5a,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,399bd9c4-2657-4030-a38a-84c7fbb2cd74,"Sep 12, 2023, 11:34",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"395,689",0.44
92955254-a1fa-40be-9353-b68725fbcb73,a5dd523b57a9b098470aee4075edaa1d,76a30f542e95036341851e76b0601551,53b834d1374ba74594bc7c27addceb16,10826de4-34ef-4ff1-b210-1db809ea1e4e,"Sep 20, 2023, 05:59",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Error,0,
84b80156-a077-4a87-bbec-dccb2cf7f361,a63cabc93debdfe80a11bc35445a1f4b,13dccb00ab827deafc2e74b036c1ce72,995685b223c291647087a1279dd2d3a9,12e44a2b-864f-4bba-80b9-fa155a286f7c,"Sep 12, 2023, 12:17",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"43,152",0.0
6f0b9a0d-ac4f-49e9-a7dc-c62011bad31f,cbe6c292e14ab799ff3e113aa50ae202,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,92e4e836-31f8-47b3-8537-1b966fc1f1d1,"Oct 2, 2023, 06:00",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"127,730",0.32
4a959d85-6eda-4fab-aaa9-1050a1e65511,d0adec46d032a85edac8ccd8ab27a740,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,befe4bce-b74b-42cd-bec0-7ea3dd6e69c7,"Oct 2, 2023, 13:20",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,TimeUp,"221,443",0.04
c0378582-9c16-49a2-a6f5-29d231b104bd,d0adec46d032a85edac8ccd8ab27a740,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,5946a3e9-94a3-49aa-b7f8-98f6d649816e,"Oct 2, 2023, 13:03",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,TimeoutInactivity,"125,906",0.0
39a9948e-fbfc-4140-845f-00b016fb7e9d,061217059f5c192ef850dc26b82ea023,2745c57bb677ba0817512adf52d1bfb0,c211ecb9c0f161385de70ec7cb018f12,121236e1-f6ee-47d7-be36-e1f28b860e1e,"Oct 18, 2023, 21:03",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"222,342",0.54
32e4c819-b1c6-47d6-9af8-9c45c478dcd9,a0246772a837883c703621e9cfc81085,14863a598e20d980fe3d0454c9c581e3,657b9098cc8f78d85db30bf90ee30d25,859810ce-f5dd-4855-9b39-f44e12e47776,"Sep 13, 2023, 13:36",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Abort,"133,382",0.7
f4d35316-8c03-42cc-b1ce-06739c035637,0d223081df52a7b924c41c7863d63660,7bcf91734f2a95512046b830bc80f0dd,698f4979a37c9c5412d7ab97ef877eab,67d52902-4faa-4214-8411-64deb97c53ac,"Oct 18, 2023, 06:16",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,TimeUp,"434,430",0.057
8b19d2f0-edd3-49ee-8b2d-5de0d6713766,cef6884780cac5ca43c2d046941bc130,b54659bb56e291ff0957b02483cf1878,bb57a1ba961b724a0daecab564e8e403,6a3a21f4-5952-4e95-bfa2-fa569a99c94b,"Sep 15, 2023, 10:58",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"6,871",0.0
d5a6f9c5-8a28-4364-a896-34822437d533,88e93bec9390a43e2439028856479925,37f5f931189d76c690c06547764dbc06,75b73ffe2e694bed8a4bf50dadf1d43c,fc234ab1-ac33-43f8-8830-ffa83d1a16e4,"Oct 6, 2023, 13:27",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Abort,"1,765",0.0
c8db4652-b74e-4180-b7cf-5962e8585c3a,73e7ad82711e7ef2f187807148cab52c,7958ff3cc99f116be5718562ae3c6608,7d9b452ab23053361bdd3c2a31627326,ff2d430f-fec9-4bed-b82d-0f835d6b4c54,"Oct 6, 2023, 08:14",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Success,"77,912",0.83
bed6808f-3c7e-4205-88df-c4cbf85ba9f0,6d614acc773d49ff324e12ef1c1a4d64,a5e232b78c3cc599d4a3fc0468fdf4c3,fe44af07d2390ea6afcd858f024fb01e,d3e091ca-e812-4074-a071-d6ce60b4df55,"Sep 19, 2023, 07:53",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"162,113",0.8
45f5f951-7241-4fa0-b54f-4f23202fadcb,03ce6adf8cab80a0526422349cc6bebe,0016936a92d4d0d9a75b3d090dbd82e5,84fd7ff15388cc9679d286b0a966fce7,e743ceef-ca0a-4944-9aa8-80bd83f77c01,"Sep 11, 2023, 12:29",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Abort,"3,800",0.0
b64288c3-e805-4bc9-bacf-01aacf76a73a,c62a8a267a27d175985a11a87c59e9b2,aef5b4df6aab4268849172e45436b7ae,dc376f81fb271edd60379e1926e531f6,82a01595-105a-45f7-a7d4-18ecba43167f,"Oct 16, 2023, 07:25",OneCourse:OC_TalkingHead.5a16,Language,Listening  ,1.6 Auditory memory,Abort,"37,664",0.0
729d41d4-b619-4eea-889f-0b6fdf22c11d,ace760efc0af6aa740a0d138ced97df0,ae1812bef635dcedc3fe04b25011a890,a9d5a0c2ed99e8ba85c4a7077a92e64f,10ea714b-a5b4-4eed-bcf9-2c4e3fc3a2cc,"Oct 17, 2023, 11:43",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"125,590",1.0
ca8dc6f9-de5f-495d-a65c-a8b64eb379de,82ebc7e552d2df19f5ed2eec26295b7b,846b8e98464b88611faeb4d6c1b87e1b,ad1ef9894fc3451680f9f91ecb0a59d6,33556736-fc7e-43b7-84a8-77f3c1a603ef,"Oct 23, 2023, 07:23",OneCourse:OC_PhraseSentenceType.5dd1,Language,Reading,3.3 print Awareness,Abort,"3,712",0.0
f875043f-af43-45ab-a2e0-0c254f8527ba,0886b4869766d278f4ede2de364158d5,b54659bb56e291ff0957b02483cf1878,bb57a1ba961b724a0daecab564e8e403,bda83488-5080-43a8-9a46-4b69c70a8292,"Oct 5, 2023, 13:00",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,TimeUp,"285,536",0.057
4a127639-13ea-440a-9924-1095907bae43,ae4fea27dc88428e02419589baf0c845,5969552fedc8d101c3369056a354d872,44f76aa2c47835557ebf4f099f6006fa,65f3a199-3d3e-499d-aa3c-8f5103f36f69,"Oct 23, 2023, 09:53",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Success,"82,298",0.83
120698e1-4c2f-4242-bd57-524492cfb376,c1e16568c9c1abf5d941e86b152aa103,37bb8a1cd4f61bed3fa411bc13e09a9a,6f809631fc30091c35ba8afaba538653,656c2af2-d419-4dcd-9b6e-cd78d1f5ac28,"Oct 18, 2023, 08:27",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,TimeUp,"388,156",0.33
556e4915-5fbc-45de-bccb-a5bb08a9755e,1cdee83e11b228dd0c667048ae57f6bd,fc93c8578d018c9d998b282b1043982d,ebb5efe3d6969ff18861b5d82fb937b0,01ac4f40-a532-483f-b498-c8b90bd7502a,"Sep 25, 2023, 08:41",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Error,0,
662ae4b5-b4e1-4ca3-897c-8af70417d9aa,5cc61951f28405b31dceafd387d88a50,b15bd6e2ffab7fd55e670c0bfbfd9883,f2e9602313a1110f5c8318b4cb8fe4fe,22b684d9-d29c-46f5-a9af-699999fe48dd,"Oct 9, 2023, 06:42",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,TimeoutInactivity,"218,559",0.67
508d80e3-b396-4e73-81dc-e05d1973503c,a9fb1587c6874eda3fa6c421f4f08db5,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,3580ce02-b503-47c2-a05f-d4277c77e601,"Oct 3, 2023, 09:55",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"209,787",0.25
df20bc93-f4b9-4e79-aeb2-9451b6468cfc,a56b0c2f968fe165d34b993971babf66,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,2146a216-2ecd-4400-8fbf-e7bc663ceb93,"Sep 19, 2023, 06:58",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Success,"72,246",0.42
32e9ec8d-1d7f-4e9f-8bc5-f6b626df7667,aac4cb7d60bb0ec97b18c3e45dcd1308,3d7b66cc19d4d253bc6c165dd38c79a4,1604c8c9da6ac3b7c296a14506c6b968,435f9b1e-b8a4-4450-ba08-ff8830df7313,"Sep 25, 2023, 04:36",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"394,239",0.065
6bc4df95-c85b-4399-81f5-af4418e1cbf6,ec744bfae444be5f1bd7e07b7e83f5f4,ae1812bef635dcedc3fe04b25011a890,a9d5a0c2ed99e8ba85c4a7077a92e64f,a6c451f0-d6a0-4428-9b59-91c367f1419a,"Sep 12, 2023, 10:23",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"97,259",1.0
3611a9e9-bcb1-4b99-943c-45c5d601c48d,52d06ac97474cdba452f7421c9fde8f1,054bbd0e03012d08b8566bdffe4cbf62,9c40418ff0c3b79a66abc09562765a1c,a6e351b4-d8d9-4705-9d00-6820e1fe97e7,"Oct 4, 2023, 10:47",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"117,887",0.4
6555671d-6e47-4188-ba13-de33f6b57139,d48be191647e7ff058adb4afe771063f,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,44f18f1b-ffda-4530-b38a-50e026b2d3ca,"Sep 7, 2023, 08:56",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,TimeoutInactivity,"120,524",0.0
9d28a334-cdd8-4e6f-8be5-5099b2207579,61a6e1d451cea9157b08f958a949714d,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,943996eb-90d2-433b-b2f5-72feeac96b91,"Oct 5, 2023, 08:20",OneCourse:OC_PhraseSentenceType.9b09,Language,Reading,3.3 print Awareness,Success,"186,554",0.12
28c771bd-c10f-4dab-abbe-8cd1e8cd5168,e21ed3d038db42bd5840226b18025766,c5e4603fd9dd866e50d8590ce79d2b69,bf3171ba387093c540a57972992944e2,6c9d856f-8bf8-4dbd-94d2-7b0246478cde,"Oct 13, 2023, 09:57",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Success,"78,579",0.8
15951fd9-1580-4b2c-9471-89dbe82f9e83,ef5e096fe929af3af330af5d24d1c62e,d6d9fb13fb14b4c72f25cf6c8ad7bcb9,5e9c27012ce499c64d016217f7a12a50,2addea15-0787-49bc-bc44-1da798c102b1,"Sep 16, 2023, 15:36",OneCourse:OC_PhraseSentenceType.9b09,Language,Reading,3.3 print Awareness,Success,"182,151",0.25
24948c6a-eac8-46e6-bfb8-26d5e448ee5f,9bdf8ae665f160069fd300cf763142a7,d3a7b7e697ed6649b8186fb4c5ed398c,3d225c2e712a217da9a5f0cb885c713d,ae4af54a-bd32-4811-b7c1-a81d4d7efdde,"Sep 26, 2023, 05:17",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,TimeoutInactivity,"170,871",0.0
2a793f02-31fd-4e3b-8526-440bd98ca2fb,e2e80432c5d8cd233460287c4a33ea5a,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,47ea9708-3545-48e0-a8d0-ae1532bd6692,"Oct 2, 2023, 10:26",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"77,774",1.0
70ebf091-a618-4047-8b97-f90e4073fed3,a5dd523b57a9b098470aee4075edaa1d,76a30f542e95036341851e76b0601551,53b834d1374ba74594bc7c27addceb16,e4ba4218-291a-43bc-b49a-646dd479b04d,"Oct 27, 2023, 16:45",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Abort,"5,162",0.0
495797c0-e5b8-4b82-8eb5-81560fea3d74,a63cabc93debdfe80a11bc35445a1f4b,13dccb00ab827deafc2e74b036c1ce72,995685b223c291647087a1279dd2d3a9,da425adf-dfe3-4894-8468-43216630dd5b,"Sep 22, 2023, 09:37",OneCourse:OC_PhraseSentenceType.5dd1,Language,Reading,3.3 print Awareness,Abort,"1,885",0.0
12022de3-6fd9-4677-96e6-f0e8a7892fd5,cbe6c292e14ab799ff3e113aa50ae202,4de4f327ca667d00fb9fd11ffb2d4367,07c9202382a3c6c1e72d2c9ce63dd328,92e4e836-31f8-47b3-8537-1b966fc1f1d1,"Oct 2, 2023, 06:02",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Error,0,
6e1f6b2e-340f-4336-bb04-0f2b07153306,d0adec46d032a85edac8ccd8ab27a740,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,68c0fcd7-fb1b-4725-a2fb-b0e3d0b92286,"Oct 6, 2023, 09:27",OneCourse:OC_PhraseSentenceType.5d44,Language,Reading,3.3 print Awareness,Success,"311,851",0.095
